ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPM,Conversion_rate,Approved_Conversion_Rate,CPA,Cost_Per_Approved,Conversions_per_1000
779453,936,116033,45-49,M,64,4397,1,0.949999988,1,0,0.02274277916761428,0.949999988,0.21605639936320217,100.0,0.0,0.949999988,0.0,0.22742779167614283
779488,936,116039,45-49,M,65,1006,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9940357852882703
779573,936,116053,35-39,F,10,89527,24,32.28999996,1,0,0.02680755526265819,1.3454166650000001,0.3606733159828879,4.166666666666666,0.0,32.28999996,0.0,0.011169814692774248
779608,936,116059,35-39,F,15,2459,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406669377795852
779609,936,116059,35-39,F,15,7116,2,1.730000019,1,1,0.028105677346824058,0.8650000095,0.24311411172006744,50.0,100.0,1.730000019,1.730000019,0.1405283867341203
779622,936,116061,30-34,F,15,8613,1,0.889999986,2,0,0.011610356437942644,0.889999986,0.10333217067223964,200.0,0.0,0.444999993,0.0,0.2322071287588529
779631,936,116063,35-39,F,16,9730,1,1.379999995,1,0,0.010277492291880781,1.379999995,0.14182939311408016,100.0,0.0,1.379999995,0.0,0.10277492291880781
779644,936,116065,30-34,F,16,51816,8,10.2299999,2,1,0.015439246564767639,1.2787499875,0.19742936351706036,25.0,50.0,5.11499995,10.2299999,0.0385981164119191
779645,936,116065,30-34,F,16,27289,3,4.429999828,1,0,0.010993440580453663,1.4766666093333332,0.1623364662684598,33.33333333333333,0.0,4.429999828,0.0,0.036644801934845546
779715,936,116077,30-34,F,29,20409,4,3.829999924,1,0,0.019599196432946248,0.957499981,0.18766230212161303,25.0,0.0,3.829999924,0.0,0.04899799108236562
779716,936,116077,30-34,F,29,8044,1,1.110000014,1,0,0.012431626056688214,1.110000014,0.13799105096966682,100.0,0.0,1.110000014,0.0,0.12431626056688214
779738,936,116081,30-34,F,28,15645,4,5.349999905,1,0,0.02556727388942154,1.33749997625,0.3419622821987855,25.0,0.0,5.349999905,0.0,0.06391818472355386
779778,936,116087,30-34,F,31,2466,0,0.0,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.8110300081103001
779789,936,116089,45-49,M,10,11611,3,3.950000048,1,1,0.025837567823615536,1.3166666826666666,0.3401946471449488,33.33333333333333,100.0,3.950000048,3.950000048,0.08612522607871846
779824,936,116095,45-49,M,7,9375,3,4.019999981,1,0,0.032,1.3399999936666667,0.4287999979733333,33.33333333333333,0.0,4.019999981,0.0,0.10666666666666666
779871,936,116103,30-34,F,32,4402,1,1.330000043,1,1,0.022716946842344387,1.330000043,0.3021354027714675,100.0,100.0,1.330000043,1.330000043,0.22716946842344388
779918,936,116111,30-34,F,18,8469,2,3.089999914,1,0,0.02361553902467824,1.544999957,0.364860067776597,50.0,0.0,3.089999914,0.0,0.1180776951233912
779922,936,116111,30-34,F,18,5823,1,1.419999957,1,1,0.01717327837884252,1.419999957,0.2438605455950541,100.0,100.0,1.419999957,1.419999957,0.17173278378842521
779944,936,116115,35-39,M,10,2549,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3923107100823852
779979,936,116121,35-39,M,16,25817,4,6.019999981,1,0,0.015493666963628618,1.50499999525,0.23317968706666148,25.0,0.0,6.019999981,0.0,0.03873416740907154
779995,936,116123,30-34,F,20,1961,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5099439061703213
780064,936,116135,30-34,F,22,2554,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39154267815191857
780104,936,116147,30-34,F,25,4971,1,1.230000019,1,1,0.020116676725005028,1.230000019,0.2474351275397304,100.0,100.0,1.230000019,1.230000019,0.20116676725005028
780199,936,116163,35-39,F,23,1030,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.970873786407767
780318,936,116183,45-49,F,29,162341,56,77.07999969,3,0,0.034495290776821626,1.376428565892857,0.47480303613997693,5.357142857142857,0.0,25.693333229999997,0.0,0.018479620059011586
780323,936,116183,45-49,F,29,24542,7,9.329999924,1,0,0.028522532800912718,1.3328571319999998,0.38016461266400453,14.285714285714285,0.0,9.329999924,0.0,0.04074647542987532
780486,936,116216,30-34,F,65,2879,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3473428273706148
780498,936,116218,30-34,F,64,13621,3,4.090000033,1,0,0.02202481462447691,1.3633333443333333,0.3002716418030981,33.33333333333333,0.0,4.090000033,0.0,0.07341604874825637
780511,936,116220,30-34,F,63,6175,1,1.370000005,2,1,0.016194331983805668,1.370000005,0.22186234898785426,200.0,50.0,0.6850000025,1.370000005,0.32388663967611336
780629,936,116240,30-34,F,28,2963,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374957813027337
780653,936,116244,30-34,F,29,9076,1,1.379999995,1,1,0.011018069634200088,1.379999995,0.15204936040105774,100.0,100.0,1.379999995,1.379999995,0.11018069634200088
780655,936,116244,30-34,F,29,20941,4,5.909999967,1,1,0.019101284561386753,1.47749999175,0.2822214778186333,25.0,100.0,5.909999967,5.909999967,0.04775321140346688
780666,936,116246,45-49,F,10,3462,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28885037550548814
780681,936,116248,30-34,F,26,4073,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.24551927326295114
780700,936,116252,30-34,F,27,3745,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26702269692923897
780748,936,116265,30-34,F,24,830,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2048192771084338
780759,936,116267,45-49,F,18,2912,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3434065934065934
780760,936,116267,45-49,F,18,17167,5,6.910000086,1,0,0.029125648045669014,1.3820000172,0.4025164610007573,20.0,0.0,6.910000086,0.0,0.058251296091338035
780797,936,116273,30-34,F,22,24491,7,9.539999962,1,0,0.028581928055203952,1.3628571374285714,0.3895308465150463,14.285714285714285,0.0,9.539999962,0.0,0.04083132579314851
780799,936,116273,30-34,F,22,44699,13,17.30000037,2,0,0.029083424685115995,1.3307692592307692,0.38703327524105685,15.384615384615385,0.0,8.650000185,0.0,0.044743730284793844
780821,936,116277,30-34,F,23,6469,2,1.309999943,1,0,0.030916679548616478,0.6549999715,0.20250424223218427,50.0,0.0,1.309999943,0.0,0.15458339774308238
780830,936,116279,45-49,F,16,16053,3,4.079999924,1,1,0.018688095683049896,1.3599999746666667,0.25415809655516103,33.33333333333333,100.0,4.079999924,4.079999924,0.06229365227683299
780835,936,116279,45-49,F,16,54724,12,17.92999995,1,1,0.02192822162122652,1.4941666624999999,0.32764417714348365,8.333333333333332,100.0,17.92999995,17.92999995,0.018273518017688766
780867,936,116285,30-34,F,21,4706,1,1.220000029,1,0,0.021249468763280918,1.220000029,0.25924352507437315,100.0,0.0,1.220000029,0.0,0.21249468763280918
780974,936,116303,40-44,F,32,8316,3,4.569999933,1,1,0.03607503607503607,1.523333311,0.5495430414862915,33.33333333333333,100.0,4.569999933,4.569999933,0.12025012025012026
781066,936,116323,40-44,F,22,5794,2,2.269999981,1,0,0.03451846738004832,1.1349999905,0.39178460148429406,50.0,0.0,2.269999981,0.0,0.17259233690024162
781114,936,116331,40-44,F,18,4813,1,1.029999971,1,0,0.02077706212341575,1.029999971,0.2140037338458342,100.0,0.0,1.029999971,0.0,0.2077706212341575
781159,936,116339,40-44,F,10,85285,26,36.13000035,1,0,0.03048601747083309,1.3896153980769232,0.4236383930351176,3.8461538461538463,0.0,36.13000035,0.0,0.011725391334935805
781162,936,116339,40-44,F,10,5839,1,1.370000005,1,0,0.017126220243192325,1.370000005,0.2346292181880459,100.0,0.0,1.370000005,0.0,0.17126220243192325
781175,936,116341,40-44,F,15,5859,1,1.539999962,1,0,0.017067759003242877,1.539999962,0.26284348216419184,100.0,0.0,1.539999962,0.0,0.17067759003242874
781187,936,116343,40-44,F,16,164118,41,59.06999993,1,0,0.024982025128261375,1.4407317056097562,0.35992395672625793,2.4390243902439024,0.0,59.06999993,0.0,0.006093176860551555
781195,936,116345,35-39,F,63,18234,6,7.810000062,1,0,0.03290556103981573,1.301666677,0.4283207229351761,16.666666666666664,0.0,7.810000062,0.0,0.054842601733026214
781207,936,116347,35-39,F,64,2755,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36297640653357527
781303,936,116363,35-39,F,27,73676,20,28.5,1,0,0.027145881969705195,1.425,0.38682881806829905,5.0,0.0,28.5,0.0,0.013572940984852599
781305,936,116363,35-39,F,27,18421,7,10.07999992,1,0,0.03800010857173878,1.4399999885714287,0.5472015590901689,14.285714285714285,0.0,10.07999992,0.0,0.05428586938819825
781327,936,116367,35-39,F,29,164754,49,67.97999978,2,1,0.02974131128834505,1.3873469342857143,0.4126151703752261,4.081632653061225,50.0,33.98999989,67.97999978,0.012139310729936754
781353,936,116371,35-39,F,10,7449,1,1.639999986,1,1,0.013424620754463686,1.639999986,0.22016377849375754,100.0,100.0,1.639999986,1.639999986,0.13424620754463687
781354,936,116371,35-39,F,10,6424,1,0.529999971,1,0,0.015566625155666251,0.529999971,0.08250310881070984,100.0,0.0,0.529999971,0.0,0.15566625155666253
781438,936,116385,30-34,M,63,2086,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47938638542665385
781470,936,116391,35-39,M,16,6016,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16622340425531915
781499,936,116395,35-39,M,15,6412,1,1.370000005,1,0,0.015595757953836557,1.370000005,0.21366188474734873,100.0,0.0,1.370000005,0.0,0.15595757953836556
781508,936,116397,30-34,F,63,5040,1,1.440000057,1,0,0.01984126984126984,1.440000057,0.2857142970238095,100.0,0.0,1.440000057,0.0,0.1984126984126984
781556,936,116405,30-34,F,32,1772,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564334085778781
781559,936,116405,30-34,F,32,1783,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5608524957936063
781606,936,116413,35-39,M,20,8200,3,3.919999957,1,0,0.036585365853658534,1.3066666523333332,0.47804877524390244,33.33333333333333,0.0,3.919999957,0.0,0.12195121951219512
781690,936,116427,45-49,F,26,115896,38,49.44000006,1,0,0.03278801684268655,1.3010526331578949,0.42658935649202734,2.631578947368421,0.0,49.44000006,0.0,0.008628425484917513
781811,936,116447,35-39,F,16,10186,1,1.230000019,1,1,0.0098173964264677,1.230000019,0.12075397791085804,100.0,100.0,1.230000019,1.230000019,0.09817396426467702
781857,936,116455,30-34,M,20,9134,3,4.180000067,2,0,0.032844317932997594,1.3933333556666667,0.4576308372016641,66.66666666666666,0.0,2.0900000335,0.0,0.2189621195533173
781858,936,116455,30-34,M,20,3385,1,1.440000057,1,1,0.029542097488921712,1.440000057,0.42540622067946826,100.0,100.0,1.440000057,1.440000057,0.2954209748892171
781907,936,116463,45-49,F,21,1314,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76103500761035
781928,936,116467,30-34,M,18,2916,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.34293552812071326
781929,936,116467,30-34,M,18,6142,1,1.330000043,1,0,0.0162813415825464,1.330000043,0.21654185004884402,100.0,0.0,1.330000043,0.0,0.16281341582546402
781950,936,116471,30-34,F,20,1984,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5040322580645161
781999,936,116479,30-34,M,24,9142,3,3.749999881,1,0,0.03281557646029316,1.2499999603333334,0.4101946927368191,33.33333333333333,0.0,3.749999881,0.0,0.10938525486764385
782001,936,116479,30-34,M,24,5475,2,2.730000019,1,1,0.0365296803652968,1.3650000095,0.4986301404566211,50.0,100.0,2.730000019,2.730000019,0.18264840182648404
782022,936,116483,30-34,F,18,8254,2,2.320000052,1,1,0.0242306760358614,1.160000026,0.28107584831596805,50.0,100.0,2.320000052,2.320000052,0.121153380179307
782026,936,116483,30-34,F,18,5704,1,1.320000052,1,0,0.01753155680224404,1.320000052,0.23141655890603086,100.0,0.0,1.320000052,0.0,0.1753155680224404
782130,936,116501,30-34,F,16,7301,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13696753869332967
782134,936,116501,30-34,F,16,37873,5,6.169999957,1,1,0.013202017268238586,1.2339999914,0.16291289195469066,20.0,100.0,6.169999957,6.169999957,0.026404034536477175
782135,936,116501,30-34,F,16,25267,4,4.940000057,2,1,0.015830925713381093,1.23500001425,0.19551193481616336,50.0,50.0,2.4700000285,4.940000057,0.07915462856690546
782171,936,116507,30-34,F,30,535,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8691588785046729
782180,936,116509,30-34,M,29,3396,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944640753828033
782219,936,116515,30-34,M,26,977,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0235414534288638
782228,936,116517,40-44,F,63,12318,5,6.340000153,1,1,0.040591005033284625,1.2680000306,0.5146939562428966,20.0,100.0,6.340000153,6.340000153,0.08118201006656925
782242,936,116519,30-34,F,28,4783,1,0.860000014,1,0,0.02090738030524775,0.860000014,0.17980347355216392,100.0,0.0,0.860000014,0.0,0.20907380305247752
782275,936,116525,30-34,F,29,6475,1,1.350000024,1,0,0.015444015444015444,1.350000024,0.20849421220077222,100.0,0.0,1.350000024,0.0,0.15444015444015444
782337,936,116535,45-49,F,16,104578,29,39.25000095,1,1,0.027730497810246894,1.3534483086206897,0.375317953584884,3.4482758620689653,100.0,39.25000095,39.25000095,0.009562240624223067
782407,936,116547,45-49,F,10,33664,11,12.51000035,1,0,0.03267585551330798,1.137272759090909,0.3716136035527567,9.090909090909092,0.0,12.51000035,0.0,0.02970532319391635
782443,936,116553,40-44,F,20,979,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021450459652707
782541,936,116569,40-44,F,28,7337,3,4.079999924,1,0,0.04088864658579801,1.3599999746666667,0.5560855832083959,33.33333333333333,0.0,4.079999924,0.0,0.1362954886193267
782587,936,116577,30-34,M,10,2499,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4001600640256103
782647,936,116587,40-44,F,27,11244,3,4.550000191,1,0,0.026680896478121666,1.5166667303333332,0.4046602802383493,33.33333333333333,0.0,4.550000191,0.0,0.08893632159373888
782658,936,116589,30-34,M,15,4827,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20716801325875286
782694,936,116595,35-39,F,29,29035,7,8.910000086,2,2,0.024108834165662132,1.2728571551428571,0.3068710206991562,28.57142857142857,100.0,4.455000043,4.455000043,0.06888238333046323
782706,936,116597,35-39,F,30,761,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314060446780552
782754,936,116605,35-39,F,26,6532,1,1.610000014,1,0,0.015309246785058175,1.610000014,0.24647887538273117,100.0,0.0,1.610000014,0.0,0.15309246785058175
782815,936,116615,40-44,F,10,11537,3,4.300000191,1,0,0.026003293750541737,1.433333397,0.3727138936465285,33.33333333333333,0.0,4.300000191,0.0,0.08667764583513912
782816,936,116615,40-44,F,10,12183,3,2.869999945,1,0,0.02462447672986949,0.9566666483333334,0.23557415620126407,33.33333333333333,0.0,2.869999945,0.0,0.08208158909956496
782862,936,116623,35-39,F,64,5912,1,1.559999943,1,1,0.016914749661705007,1.559999943,0.2638700850811908,100.0,100.0,1.559999943,1.559999943,0.16914749661705009
950068,936,123438,30-34,M,10,4012,1,1.570000052,1,0,0.024925224327018942,1.570000052,0.39132603489531403,100.0,0.0,1.570000052,0.0,0.2492522432701894
950078,936,123440,30-34,M,16,12396,2,3.210000038,2,1,0.016134236850596968,1.605000019,0.25895450451758634,100.0,50.0,1.605000019,3.210000038,0.16134236850596967
950079,936,123440,30-34,M,16,3142,0,0.0,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.6365372374283895
950099,936,123443,30-34,M,18,1120,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571428
950109,936,123445,30-34,M,20,343,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.9154518950437316
950170,936,123455,30-34,M,15,1720,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5813953488372093
950179,936,123457,30-34,M,16,3423,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.29214139643587494
950182,936,123457,30-34,M,16,3242,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30845157310302285
950183,936,123457,30-34,M,16,15720,1,1.379999995,1,0,0.006361323155216285,1.379999995,0.08778625922391857,100.0,0.0,1.379999995,0.0,0.06361323155216285
950200,936,123460,30-34,M,10,1217,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.8216926869350862
950224,936,123464,40-44,M,20,2367,2,2.839999914,1,1,0.08449514152936206,1.419999957,1.1998309733840302,50.0,100.0,2.839999914,2.839999914,0.4224757076468103
950326,936,123481,35-39,M,16,6607,1,1.320000052,2,0,0.015135462388375966,1.320000052,0.19978811139700317,200.0,0.0,0.660000026,0.0,0.3027092477675193
950345,936,123484,30-34,M,64,616,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6233766233766236
950452,936,123502,45-49,M,16,5537,1,1.519999981,1,0,0.018060321473722232,1.519999981,0.27451688296911686,100.0,0.0,1.519999981,0.0,0.18060321473722232
950463,936,123504,45-49,M,15,818,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2224938875305624
950495,936,123509,45-49,M,21,1909,1,0.980000019,1,0,0.05238344683080147,0.980000019,0.5133577888947093,100.0,0.0,0.980000019,0.0,0.5238344683080147
950521,936,123514,30-34,M,21,351,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.849002849002849
950531,936,123515,45-49,M,22,572,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7482517482517483
950537,936,123516,40-44,M,36,1884,1,1.409999967,1,0,0.05307855626326964,1.409999967,0.7484076257961784,100.0,0.0,1.409999967,0.0,0.5307855626326964
950550,936,123519,30-34,M,30,219,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5662100456621
950577,936,123523,30-34,M,32,540,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.8518518518518519
950578,936,123523,30-34,M,32,550,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181
950595,936,123526,30-34,M,26,465,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.150537634408602
950609,936,123528,30-34,M,29,1761,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5678591709256104
950629,936,123532,30-34,M,65,152,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.578947368421052
950631,936,123532,30-34,M,65,152,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.578947368421052
950649,936,123535,30-34,M,64,429,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.331002331002331
950745,936,123551,30-34,M,29,1514,0,0.0,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.321003963011889
950770,936,123555,30-34,M,28,7780,3,4.329999924,2,2,0.038560411311053984,1.443333308,0.5565552601542416,66.66666666666666,100.0,2.164999962,2.164999962,0.2570694087403599
950772,936,123556,35-39,M,28,460,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608
950773,936,123556,35-39,M,28,471,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1231422505307855
950776,936,123556,35-39,M,28,2633,1,1.070000052,1,0,0.0379794910748196,1.070000052,0.40638057424990504,100.0,0.0,1.070000052,0.0,0.379794910748196
950787,936,123558,30-34,M,27,199,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.025125628140704
950808,936,123562,35-39,M,32,398,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.512562814070352
950839,936,123567,30-34,M,24,246,0,0.0,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.130081300813009
950878,936,123573,40-44,M,10,2967,1,1.5,1,1,0.03370407819346141,1.5,0.5055611729019212,100.0,100.0,1.5,1.5,0.3370407819346141
950969,936,123588,45-49,M,36,255,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9215686274509802
951021,936,123597,30-34,F,7,457,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.1881838074398248
951033,936,123599,30-34,F,10,5517,1,1.230000019,1,0,0.018125793003443903,1.230000019,0.22294725738626064,100.0,0.0,1.230000019,0.0,0.18125793003443902
951035,936,123599,30-34,F,10,1539,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.649772579597141
951043,936,123601,30-34,F,16,3189,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31357792411414237
951045,936,123601,30-34,F,16,3348,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29868578255675027
951046,936,123601,30-34,F,16,20050,4,4.659999847,4,1,0.019950124688279305,1.16499996175,0.23241894498753118,100.0,25.0,1.16499996175,4.659999847,0.19950124688279303
951102,936,123611,45-49,M,16,2254,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4436557231588288
951105,936,123611,45-49,M,16,5894,1,1.539999962,1,1,0.0169664065151001,1.539999962,0.26128265388530714,100.0,100.0,1.539999962,1.539999962,0.16966406515100102
951133,936,123616,35-39,M,16,9948,2,2.720000029,2,0,0.02010454362685967,1.3600000145,0.2734217962404503,100.0,0.0,1.3600000145,0.0,0.2010454362685967
951202,936,123627,45-49,F,26,5307,3,4.289999962,2,1,0.05652911249293386,1.4299999873333331,0.8083663014885999,66.66666666666666,50.0,2.144999981,4.289999962,0.37686074995289237
951225,936,123631,35-39,F,22,4621,2,3.25,1,1,0.04328067517853278,1.625,0.7033109716511577,50.0,100.0,3.25,3.25,0.21640337589266392
951270,936,123639,35-39,F,18,784,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.2755102040816326
951282,936,123641,35-39,F,16,5775,1,1.580000043,1,1,0.017316017316017316,1.580000043,0.2735930810389611,100.0,100.0,1.580000043,1.580000043,0.17316017316017315
951285,936,123641,35-39,F,16,9297,2,2.619999886,2,1,0.021512315800795954,1.309999943,0.28181132472840703,100.0,50.0,1.309999943,2.619999886,0.21512315800795956
951294,936,123643,35-39,F,15,699,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4306151645207439
951305,936,123644,35-39,F,10,1104,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057971014492754
951334,936,123649,30-34,F,64,3717,1,1.539999962,1,0,0.026903416733925208,1.539999962,0.41431260747914983,100.0,0.0,1.539999962,0.0,0.26903416733925206
951391,936,123659,30-34,F,28,2879,1,1.590000033,2,2,0.03473428273706148,1.590000033,0.5522751069815908,200.0,100.0,0.7950000165,0.7950000165,0.6946856547412296
951392,936,123659,30-34,F,28,2749,1,1.389999986,1,0,0.036376864314296105,1.389999986,0.5056384088759549,100.0,0.0,1.389999986,0.0,0.3637686431429611
951400,936,123660,45-49,F,10,24028,9,12.39000034,2,0,0.03745630098218745,1.3766667044444445,0.5156484243382721,22.22222222222222,0.0,6.19500017,0.0,0.083236224404861
951402,936,123661,30-34,F,29,1118,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.8944543828264758
951413,936,123662,30-34,F,26,1083,0,0.0,2,1,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.8467220683287164
951420,936,123664,30-34,F,27,843,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1862396204033216
951444,936,123668,30-34,F,25,2983,1,0.970000029,1,0,0.03352329869259135,0.970000029,0.32517600703989274,100.0,0.0,0.970000029,0.0,0.3352329869259135
951448,936,123668,30-34,F,25,696,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4367816091954022
951462,936,123671,45-49,F,16,7589,2,3.150000095,1,1,0.02635393332454869,1.5750000475,0.4150744623797602,50.0,100.0,3.150000095,3.150000095,0.13176966662274345
951464,936,123671,45-49,F,16,20997,10,11.94999981,1,0,0.0476258513120922,1.194999981,0.5691289141305901,10.0,0.0,11.94999981,0.0,0.0476258513120922
951465,936,123671,45-49,F,16,4617,1,1.360000014,1,0,0.021659085986571368,1.360000014,0.2945635724496426,100.0,0.0,1.360000014,0.0,0.21659085986571366
951498,936,123677,45-49,F,20,259,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8610038610038613
951508,936,123678,30-34,F,18,1134,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8818342151675485
951542,936,123684,40-44,F,27,357,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8011204481792715
951607,936,123695,40-44,F,10,848,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.1792452830188678
951608,936,123695,40-44,F,10,3149,1,1.480000019,1,0,0.031756113051762465,1.480000019,0.46999047919974596,100.0,0.0,1.480000019,0.0,0.31756113051762463
951641,936,123700,40-44,F,2,87,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.494252873563218
951677,936,123706,35-39,F,27,2563,1,1.480000019,1,0,0.03901677721420211,1.480000019,0.5774483101833788,100.0,0.0,1.480000019,0.0,0.3901677721420211
951692,936,123709,35-39,F,10,1107,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9033423667570009
951715,936,123713,45-49,F,64,10677,5,7.269999981,1,0,0.04682963379226374,1.4539999961999999,0.6809028735599887,20.0,0.0,7.269999981,0.0,0.09365926758452749
951756,936,123720,35-39,F,22,2189,1,0.409999996,1,0,0.04568296025582458,0.409999996,0.18730013522156236,100.0,0.0,0.409999996,0.0,0.4568296025582458
951779,936,123723,45-49,F,27,3277,2,2.680000067,1,0,0.061031431187061336,1.3400000335,0.8178211983521514,50.0,0.0,2.680000067,0.0,0.3051571559353067
951782,936,123724,45-49,F,26,781,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2804097311139564
951810,936,123729,35-39,F,16,2226,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44923629829290207
951812,936,123729,35-39,F,16,16274,4,6.079999924,2,0,0.02457908320019663,1.519999981,0.37360205997296303,50.0,0.0,3.039999962,0.0,0.12289541600098315
951837,936,123733,45-49,F,20,2077,1,1.50999999,1,1,0.04814636494944632,1.50999999,0.7270101059220029,100.0,100.0,1.50999999,1.50999999,0.48146364949446313
951853,936,123736,30-34,F,20,529,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951854,936,123736,30-34,F,20,487,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.053388090349076
